OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,Crash_Severity,type_severity,Type_severity
2696,162285078,2016,8/11/2016 4:00:00 AM,2218,B,0,0,1,1,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00641EB,3.53,546274.0,68.94,-77.2788846509999,38.677715908,Visible Injury,All Other,All Other
2704,162885161,2016,10/13/2016 4:00:00 AM,1535,B,0,0,1,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,14. Ditch,4. Roadside,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00028SB,15.02,546666.0,81.4,-77.597141603,38.693710105,Visible Injury,All Other,All Other
2829,160195116,2016,1/16/2016 5:00:00 AM,1230,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,Yes,5.0,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00028NB,25.97,547395.0,5.33,-77.450040138,38.782501849,Visible Injury,All Other,All Other
2863,163265090,2016,11/19/2016 5:00:00 AM,1730,B,0,0,1,0,1,0,0,3,1. Rear End,5. Rain,5. Darkness - Road Not Lighted,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,10.0,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,2-Principal Arterial - Other Freeways and Expressways (B),4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00234SB,20.75,,,-77.539720541,38.772934397,Visible Injury,All Other,All Other
2907,160955074,2016,3/25/2016 4:00:00 AM,2031,A,0,2,1,0,3,0,0,3,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,Yes,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00640EB,4.68,1281758.0,5.36,-77.333844654,38.647141489,Severe Injury,Motorcycle-related,Motorcycle-related
3033,160685048,2016,3/6/2016 5:00:00 AM,1645,B,0,0,2,3,5,0,0,5,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,76,076. Prince William County,"5-Major Collector (I,4)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC01566WB,5.91,547424.0,57.5,-77.509139099,38.788861055,Visible Injury,All Other,All Other
3043,162045142,2016,7/15/2016 4:00:00 AM,800,B,0,0,2,0,2,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,Yes,50.0,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00066EB,47.28,,,-77.518059481,38.8014066870001,Visible Injury,All Other,All Other
3049,163085235,2016,11/2/2016 4:00:00 AM,823,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,,,Urban,NonVDOT secondary,7,6. Private/Unknown Roads,Northern Virginia,NOVA,S-VA076PR GREAT HARVEST CT,0.18,,,-77.32987659,38.599518179,Visible Injury,All Other,All Other
3127,161175050,2016,4/25/2016 4:00:00 AM,646,B,0,0,2,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,6-Minor Collector (5),3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00760WB,0.79,546079.0,5.12,-77.458515426,38.787405543,Visible Injury,All Other,All Other
3128,161965077,2016,7/13/2016 4:00:00 AM,1045,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00640EB,5.98,548864.0,88.24,-77.312103002,38.6538238540001,Visible Injury,All Other,All Other
3196,162515111,2016,8/31/2016 4:00:00 AM,554,A,0,1,0,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,13. Curb,2. Shoulder,No,No,Unbelted,No,Yes,No,Yes,No,No,No,No,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00640WB,6.2,1289516.0,326.14,-77.308289338,38.6550890940001,Severe Injury,All Other,All Other
3285,163545120,2016,12/16/2016 5:00:00 AM,1746,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,5.0,NOT_RD,VDOT Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00640WB,5.94,719648.0,172.66,-77.312906872,38.653649742,Visible Injury,All Other,All Other
3602,161795092,2016,6/15/2016 4:00:00 AM,1814,B,0,0,3,2,5,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,5.0,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00640EB,6.27,546256.0,55.45,-77.307091831,38.6556820770001,Visible Injury,All Other,All Other
3669,161105004,2016,4/16/2016 4:00:00 AM,427,B,0,0,1,0,1,0,0,1,16. Other,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",8. Roadway Obstructed,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,17. Highway Safety Corridor,1. Yes - Working,2. No,,,3. No,25. Other Movable Object,1. On Roadway,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00095SB,155.04,,,-77.310796161,38.604951826,Visible Injury,All Other,All Other
3828,163225067,2016,11/16/2016 5:00:00 AM,1131,B,0,0,2,0,2,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00234NBBUS001,6.78,1230893.0,155.57,-77.516968058,38.795386079,Visible Injury,All Other,All Other
3915,170055108,2016,12/18/2016 5:00:00 AM,1043,B,0,0,3,0,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00642EB,4.44,722789.0,10.72,-77.3637904029999,38.6781155680001,Visible Injury,All Other,All Other
3963,163645016,2016,12/24/2016 5:00:00 AM,206,B,0,0,2,0,2,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,17. Highway Safety Corridor,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,No,No,No,Yes,No,No,No,No,Yes,20.0,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00095SB,159.49,,,-77.2763013799999,38.6629612560001,Visible Injury,All Other,All Other
4090,161115261,2016,4/11/2016 4:00:00 AM,920,B,0,0,1,0,1,0,0,4,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00294WB,14.05,713761.0,81.87,-77.29003346,38.6510685530001,Visible Injury,All Other,All Other
4119,160155069,2016,1/14/2016 5:00:00 AM,1500,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   US00001SB,174.33,546610.0,65.57,-77.267384377,38.6396861100001,Visible Injury,All Other,All Other
4275,161205189,2016,4/28/2016 4:00:00 AM,659,C,0,0,0,1,1,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00066EB,44.37,,,-77.573595907,38.7974665200001,Nonvisible Injury,All Other,All Other
4396,162515112,2016,8/31/2016 4:00:00 AM,1154,B,0,0,1,0,1,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,11. Intersection Related - Outside 150 Feet,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,Yes,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"5-Major Collector (I,4)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00643EB,8.17,1281697.0,173.49,-77.371014067,38.6123754330001,Visible Injury,Motorcycle-related,Motorcycle-related
4428,162215141,2016,7/29/2016 4:00:00 AM,1630,B,0,0,1,1,2,0,0,2,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,5.0,RD_UNKNOWN,Not Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00619WB,19.67,,,-77.4280059719999,38.57973832,Visible Injury,All Other,All Other
4471,160745114,2016,3/9/2016 5:00:00 AM,1441,B,0,0,1,1,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC00641EB,3.84,546249.0,43.65,-77.273441383,38.678440639,Visible Injury,All Other,All Other
4509,161655076,2016,6/9/2016 4:00:00 AM,544,B,0,0,1,1,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Rural,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   US00015NB,200.32,,,-77.633892478,38.879589766,Visible Injury,All Other,All Other
4514,161975071,2016,7/13/2016 4:00:00 AM,1830,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC02000EB,3.31,548729.0,38.47,-77.3014733479999,38.6441853520001,Visible Injury,All Other,All Other
4526,163505064,2016,12/9/2016 5:00:00 AM,730,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,76,076. Prince William County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC02000EB,3.93,711602.0,9.78,-77.2953348139999,38.637443895,Visible Injury,All Other,All Other
4549,161795093,2016,6/17/2016 4:00:00 AM,1401,A,0,1,1,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,5. Hillcrest - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",2. Two Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   US00001SB,174.82,1235721.0,5.42,-77.263569876,38.6470296310001,Severe Injury,All Other,All Other
4603,160195119,2016,1/17/2016 5:00:00 AM,1015,B,0,0,1,1,2,0,0,2,3. Head On,6. Snow,2. Daylight,2. Wet,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,22. Bicycle,1. On Roadway,No,No,Belted,Yes,No,No,No,No,No,No,No,No,Yes,7.0,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,76,076. Prince William County,"7-Local (J,6)",3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC01226WB,0.48,546550.0,80.25,-77.262278642,38.6649406440001,Visible Injury,Bicycle-related,Bicycle-related
4850,163265092,2016,11/20/2016 5:00:00 AM,1132,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00234NB,1.72,549456.0,72.14,-77.334202455,38.592623367,Visible Injury,All Other,All Other
